book_id,search_key,book_title,book_subtitle,book_authors,book_description,industryIdentifiers,text_readingModes,image_readingModes,pageCount,categories,language,imageLinks,ratingsCount,averageRating,country,saleability,isEbook,amount_listPrice,currencyCode_listPrice,amount_retailPrice,currencyCode_retailPrice,buyLink,year,publisher
YTlDAAAAQBAJ,datascience,Domain Driven Data Mining,N/A,"Longbing Cao, Philip S. Yu, Chengqi Zhang, Yanchang Zhao","This book offers state-of the-art research and development outcomes on methodologies, techniques, approaches and successful applications in domain driven, actionable knowledge discovery. It bridges the gap between business expectations and research output.",ISBN_13: 9781441957375; ISBN_10: 1441957375,False,True,251,Computers,en,smallThumbnail: http://books.google.com/books/content?id=YTlDAAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=YTlDAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FOR_SALE,True,8401.6,INR,8401.6,INR,https://play.google.com/store/books/details?id=YTlDAAAAQBAJ&rdid=book-YTlDAAAAQBAJ&rdot=1&source=gbs_api,2010,Springer Science & Business Media
kmekjwEACAAJ,datascience,The Analytics Edge,N/A,"Dimitris Bertsimas, Allison K. O'Hair, William R. Pulleyblank","""Provides a unified, insightful, modern, and entertaining treatment of analytics. The book covers the science of using data to build models, improve decisions, and ultimately add value to institutions and individuals""--Back cover.",ISBN_10: 098991089X; ISBN_13: 9780989910897,False,False,462,Computer simulation,en,,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2016,N/A
nBOF0KEXok8C,datascience,The Boston Consulting Group on Strategy,Classic Concepts and New Perspectives,"Carl W. Stern, Michael S. Deimler","A collection of the best thinking from one of the most innovative management consulting firms in the world For more than forty years, The Boston Consulting Group has been shaping strategic thinking in business. The Boston Consulting Group on Strategy offers a broad and up-to-date selection of the firm's best ideas on strategy with fresh ideas, insights, and practical lessons for managers, executives, and entrepreneurs in every industry. Here's a sampling of the provocative thinking you'll find inside: ""You have to be the scientist of your own life and be astonished four times:at what is, what always has been, what once was, and what could be."" ""The majority of products in most companies are cash traps . . . .[They] are not only worthless, but a perpetual drain on corporate resources."" ""Use more debt than your competition or get out of the business."" ""When information flows freely, reputation, more than reciprocity,becomes the basis for trust."" ""As a strategic weapon, time is the equivalent of money, productivity,quality, even innovation."" ""When brands become business systems, brand management becomes far too important to leave to the marketing department."" ""The winning organization of the future will look more like a collection ofjazz ensembles than a symphony orchestra."" ""Most of our organizations today derive from a model whose original purpose was to control creativity."" ""Rather than being an obstacle, uncertainty is the very engine of transformation in a business, a continuous source of new opportunities."" ""IP assets lack clear property lines. Every bit of intellectual property you can own comes with connections to other valuable innovations.""",ISBN_13: 9781118429129; ISBN_10: 1118429125,True,True,437,Business & Economics,en,smallThumbnail: http://books.google.com/books/content?id=nBOF0KEXok8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=nBOF0KEXok8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FOR_SALE,True,3798.42,INR,3798.42,INR,https://play.google.com/store/books/details?id=nBOF0KEXok8C&rdid=book-nBOF0KEXok8C&rdot=1&source=gbs_api,2012,John Wiley & Sons
Zilck1_0c5QC,datascience,Learning XML,Creating Self-Describing Data,Erik T. Ray,"This second edition of the bestselling Learning XML provides web developers with a concise but grounded understanding of XML (the Extensible Markup Language) and its potential-- not just a whirlwind tour of XML.The author explains the important and relevant XML technologies and their capabilities clearly and succinctly with plenty of real-life projects and useful examples. He outlines the elements of markup--demystifying concepts such as attributes, entities, and namespaces--and provides enough depth and examples to get started. Learning XML is a reliable source for anyone who needs to know XML, but doesn't want to waste time wading through hundreds of web sites or 800 pages of bloated text.For writers producing XML documents, this book clarifies files and the process of creating them with the appropriate structure and format. Designers will learn what parts of XML are most helpful to their team and will get started on creating Document Type Definitions. For programmers, the book makes syntax and structures clear. Learning XML also discusses the stylesheets needed for viewing documents in the next generation of browsers, databases, and other devices.Learning XML illustrates the core XML concepts and language syntax, in addition to important related tools such as the CSS and XSL styling languages and the XLink and XPointer specifications for creating rich link structures. It includes information about three schema languages for validation: W3C Schema, Schematron, and RELAX-NG, which are gaining widespread support from people who need to validate documents but aren't satisfied with DTDs. Also new in this edition is a chapter on XSL-FO, a powerful formatting language for XML. If you need to wade through the acronym soup of XML and start to really use this powerful tool, Learning XML, will give you the roadmap you need.",ISBN_13: 9781449378875; ISBN_10: 1449378870,True,True,419,Computers,en,smallThumbnail: http://books.google.com/books/content?id=Zilck1_0c5QC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=Zilck1_0c5QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,8,4.5,IN,FOR_SALE,True,2360.0,INR,2360.0,INR,https://play.google.com/store/books/details?id=Zilck1_0c5QC&rdid=book-Zilck1_0c5QC&rdot=1&source=gbs_api,2003,"""O'Reilly Media, Inc."""
PyjwDwAAQBAJ,datascience,Principles of Data Science,N/A,"Hamid R. Arabnia, Kevin Daimi, Robert Stahlbock, Cristina Soviany, Leonard Heilig, Kai Brüssau","This book provides readers with a thorough understanding of various research areas within the field of data science. The book introduces readers to various techniques for data acquisition, extraction, and cleaning, data summarizing and modeling, data analysis and communication techniques, data science tools, deep learning, and various data science applications. Researchers can extract and conclude various future ideas and topics that could result in potential publications or thesis. Furthermore, this book contributes to Data Scientists’ preparation and to enhancing their knowledge of the field. The book provides a rich collection of manuscripts in highly regarded data science topics, edited by professors with long experience in the field of data science. Introduces various techniques, methods, and algorithms adopted by Data Science experts Provides a detailed explanation of data science perceptions, reinforced by practical examples Presents a road map of future trends suitable for innovative data science research and practice",ISBN_13: 9783030439811; ISBN_10: 303043981X,True,True,289,Technology & Engineering,en,smallThumbnail: http://books.google.com/books/content?id=PyjwDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=PyjwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FOR_SALE,True,12626.0,INR,12626.0,INR,https://play.google.com/store/books/details?id=PyjwDwAAQBAJ&rdid=book-PyjwDwAAQBAJ&rdot=1&source=gbs_api,2020,Springer Nature
8dKKCwAAQBAJ,datascience,The Truthful Art,"Data, Charts, and Maps for Communication",Alberto Cairo,"No matter what your actual job title, you are—or soon will be—a data worker. Every day, at work, home, and school, we are bombarded with vast amounts of free data collected and shared by everyone and everything from our co-workers to our calorie counters. In this highly anticipated follow-up to The Functional Art—Alberto Cairo’s foundational guide to understanding information graphics and visualization—the respected data visualization professor explains in clear terms how to work with data, discover the stories hidden within, and share those stories with the world in the form of charts, maps, and infographics. In The Truthful Art, Cairo transforms elementary principles of data and scientific reasoning into tools that you can use in daily life to interpret data sets and extract stories from them. The Truthful Art explains: • The role infographics and data visualization play in our world • Basic principles of data and scientific reasoning that anyone can master • How to become a better critical thinker • Step-by-step processes that will help you evaluate any data visualization (including your own) • How to create and use effective charts, graphs, and data maps to explain data to any audience The Truthful Art is also packed with inspirational and educational real-world examples of data visualizations from such leading publications as The New York Times, The Wall Street Journal, Estado de São Paulo (Brazil), Berliner Morgenpost (Germany), and many more.",ISBN_13: 9780133440539; ISBN_10: 0133440532,True,True,490,Computers,en,smallThumbnail: http://books.google.com/books/content?id=8dKKCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=8dKKCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FOR_SALE,True,2408.15,INR,2408.15,INR,https://play.google.com/store/books/details?id=8dKKCwAAQBAJ&rdid=book-8dKKCwAAQBAJ&rdot=1&source=gbs_api,2016,New Riders
jCnvCQAAQBAJ,datascience,Python for Data Science For Dummies,N/A,"John Paul Mueller, Luca Massaron","Unleash the power of Python for your data analysis projects with For Dummies! Python is the preferred programming language for data scientists and combines the best features of Matlab, Mathematica, and R into libraries specific to data analysis and visualization. Python for Data Science For Dummies shows you how to take advantage of Python programming to acquire, organize, process, and analyze large amounts of information and use basic statistics concepts to identify trends and patterns. You’ll get familiar with the Python development environment, manipulate data, design compelling visualizations, and solve scientific computing challenges as you work your way through this user-friendly guide. Covers the fundamentals of Python data analysis programming and statistics to help you build a solid foundation in data science concepts like probability, random distributions, hypothesis testing, and regression models Explains objects, functions, modules, and libraries and their role in data analysis Walks you through some of the most widely-used libraries, including NumPy, SciPy, BeautifulSoup, Pandas, and MatPlobLib Whether you’re new to data analysis or just new to Python, Python for Data Science For Dummies is your practical guide to getting a grip on data overload and doing interesting things with the oodles of information you uncover.",ISBN_13: 9781118843987; ISBN_10: 1118843983,True,True,432,Computers,en,smallThumbnail: http://books.google.com/books/content?id=jCnvCQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=jCnvCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2015,John Wiley & Sons
UH9JEAAAQBAJ,datascience,Hands-On Julia Programming,An Authoritative Guide to the Production-Ready Systems in Julia (English Edition),Sambit Kumar Dash,"Build production-ready machine learning and NLP systems using functional programming, development platforms, and cloud deployment. KEY FEATURES ● In-depth explanation and code samples highlighting the features of the Julia language. ● Extensive coverage of the Julia development ecosystem, package management, DevOps environment integration, and performance management tools. ● Exposure to the most important Julia packages that aid in Data and Text Analytics and Deep Learning. DESCRIPTION The Julia Programming language enables data scientists and programmers to create prototypes without sacrificing performance. Nonetheless, skeptics question its readiness for production deployments as a new platform with a 1.0 release in 2018. This book removes these doubts and offers a comprehensive glimpse at the language's use throughout developing and deploying production-ready applications. The first part of the book teaches experienced programmers and scientists about the Julia language features in great detail. The second part consists of gaining hands-on experience with the development environment, debugging, programming guidelines, package management, and cloud deployment strategies. In the final section, readers are introduced to a variety of third-party packages available in the Julia ecosystem for Data Processing, Text Analytics, and developing Deep Learning models. This book provides an extensive overview of the programming language and broadens understanding of the Julia ecosystem. As a result, it assists programmers, scientists, and information architects in selecting Julia for their next production deployments. WHAT YOU WILL LEARN ● Get to know the complete fundamentals of Julia programming. ● Explore Julia development frameworks and how to work with them. ● Dig deeper into the concepts and applications of functional programming. ● Uncover the Julia infrastructure for development, testing, and deployment. ● Learn to practice Julia libraries and the Julia package ecosystem. ● Processing Data, Deep Learning, and Natural Language Processing with Julia. WHO THIS BOOK IS FOR This book is for Data Scientists and application developers who want to learn about Julia application development. No prior Julia knowledge is required but knowing the basics of programming helps understand the objectives of this book. TABLE OF CONTENTS 1. Getting Started 2. Data Types 3. Conditions, Control Flow, and Iterations 4. Functions and Methods 5. Collections 6. Arrays 7. Strings 8. Metaprogramming 9. Standard Libraries Module 2. The Development Environment 10. Programming Guidelines in Julia 11. Performance Management 12. IDE and Debugging 13. Package Management 14. Deployment Module 3. Packages in Julia 15. Data Transformations 16. Text Analytics 17. Deep Learning",ISBN_13: 9789391030889; ISBN_10: 9391030882,True,True,413,Computers,en,smallThumbnail: http://books.google.com/books/content?id=UH9JEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=UH9JEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FOR_SALE,True,1038.4,INR,519.2,INR,https://play.google.com/store/books/details?id=UH9JEAAAQBAJ&rdid=book-UH9JEAAAQBAJ&rdot=1&source=gbs_api,2021,BPB Publications
yLU7CwAAQBAJ,datascience,Predictive Analytics,"The Power to Predict Who Will Click, Buy, Lie, or Die",Eric Siegel,"""Mesmerizing & fascinating..."" —The Seattle Post-Intelligencer ""The Freakonomics of big data."" —Stein Kretsinger, founding executive of Advertising.com Award-winning | Used by over 30 universities | Translated into 9 languages An introduction for everyone. In this rich, fascinating — surprisingly accessible — introduction, leading expert Eric Siegel reveals how predictive analytics (aka machine learning) works, and how it affects everyone every day. Rather than a “how to” for hands-on techies, the book serves lay readers and experts alike by covering new case studies and the latest state-of-the-art techniques. Prediction is booming. It reinvents industries and runs the world. Companies, governments, law enforcement, hospitals, and universities are seizing upon the power. These institutions predict whether you're going to click, buy, lie, or die. Why? For good reason: predicting human behavior combats risk, boosts sales, fortifies healthcare, streamlines manufacturing, conquers spam, optimizes social networks, toughens crime fighting, and wins elections. How? Prediction is powered by the world's most potent, flourishing unnatural resource: data. Accumulated in large part as the by-product of routine tasks, data is the unsalted, flavorless residue deposited en masse as organizations churn away. Surprise! This heap of refuse is a gold mine. Big data embodies an extraordinary wealth of experience from which to learn. Predictive analytics (aka machine learning) unleashes the power of data. With this technology, the computer literally learns from data how to predict the future behavior of individuals. Perfect prediction is not possible, but putting odds on the future drives millions of decisions more effectively, determining whom to call, mail, investigate, incarcerate, set up on a date, or medicate. In this lucid, captivating introduction — now in its Revised and Updated edition — former Columbia University professor and Predictive Analytics World founder Eric Siegel reveals the power and perils of prediction: What type of mortgage risk Chase Bank predicted before the recession. Predicting which people will drop out of school, cancel a subscription, or get divorced before they even know it themselves. Why early retirement predicts a shorter life expectancy and vegetarians miss fewer flights. Five reasons why organizations predict death — including one health insurance company. How U.S. Bank and Obama for America calculated the way to most strongly persuade each individual. Why the NSA wants all your data: machine learning supercomputers to fight terrorism. How IBM's Watson computer used predictive modeling to answer questions and beat the human champs on TV's Jeopardy! How companies ascertain untold, private truths — how Target figures out you're pregnant and Hewlett-Packard deduces you're about to quit your job. How judges and parole boards rely on crime-predicting computers to decide how long convicts remain in prison. 182 examples from Airbnb, the BBC, Citibank, ConEd, Facebook, Ford, Google, the IRS, LinkedIn, Match.com, MTV, Netflix, PayPal, Pfizer, Spotify, Uber, UPS, Wikipedia, and more. How does predictive analytics work? This jam-packed book satisfies by demystifying the intriguing science under the hood. For future hands-on practitioners pursuing a career in the field, it sets a strong foundation, delivers the prerequisite knowledge, and whets your appetite for more. A truly omnipresent science, predictive analytics constantly affects our daily lives. Whether you are a consumer of it — or consumed by it — get a handle on the power of Predictive Analytics.",ISBN_13: 9781119145684; ISBN_10: 1119145686,False,True,368,Business & Economics,en,smallThumbnail: http://books.google.com/books/content?id=yLU7CwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=yLU7CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FOR_SALE,True,824.82,INR,412.41,INR,https://play.google.com/store/books/details?id=yLU7CwAAQBAJ&rdid=book-yLU7CwAAQBAJ&rdot=1&source=gbs_api,2016,John Wiley & Sons
goM8EAAAQBAJ,datascience,Data Science and Innovations for Intelligent Systems,Computational Excellence and Society 5.0,"Kavita Taneja, Harmunish Taneja, Kuldeep Kumar, Arvind Selwal, Eng Lieh Ouh","Data science is an emerging field and innovations in it need to be explored for the success of society 5.0. This book not only focuses on the practical applications of data science to achieve computational excellence, but also digs deep into the issues and implications of intelligent systems. This book highlights innovations in data science to achieve computational excellence that can optimize performance of smart applications. The book focuses on methodologies, framework, design issues, tools, architectures, and technologies necessary to develop and understand data science and its emerging applications in the present era. Data Science and Innovations for Intelligent Systems: Computational Excellence and Society 5.0 is useful for the research community, start-up entrepreneurs, academicians, data-centered industries, and professeurs who are interested in exploring innovations in varied applications and the areas of data science.",ISBN_13: 9781000456158; ISBN_10: 1000456153,False,True,385,Computers,en,smallThumbnail: http://books.google.com/books/content?id=goM8EAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=goM8EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FOR_SALE,True,6185.56,INR,6185.56,INR,https://play.google.com/store/books/details?id=goM8EAAAQBAJ&rdid=book-goM8EAAAQBAJ&rdot=1&source=gbs_api,2021,CRC Press
2h5pDwAAQBAJ,datascience,The AI Delusion,N/A,Gary Smith,"We live in an incredible period in history. The Computer Revolution may be even more life-changing than the Industrial Revolution. We can do things with computers that could never be done before, and computers can do things for us that could never be done before. But our love of computers should not cloud our thinking about their limitations. We are told that computers are smarter than humans and that data mining can identify previously unknown truths, or make discoveries that will revolutionize our lives. Our lives may well be changed, but not necessarily for the better. Computers are very good at discovering patterns, but are useless in judging whether the unearthed patterns are sensible because computers do not think the way humans think. We fear that super-intelligent machines will decide to protect themselves by enslaving or eliminating humans. But the real danger is not that computers are smarter than us, but that we think computers are smarter than us and, so, trust computers to make important decisions for us. The AI Delusion explains why we should not be intimidated into thinking that computers are infallible, that data-mining is knowledge discovery, and that black boxes should be trusted.",ISBN_13: 9780192557803; ISBN_10: 0192557807,True,True,330,Computers,en,smallThumbnail: http://books.google.com/books/content?id=2h5pDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=2h5pDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FOR_SALE,True,436.86,INR,305.8,INR,https://play.google.com/store/books/details?id=2h5pDwAAQBAJ&rdid=book-2h5pDwAAQBAJ&rdot=1&source=gbs_api,2018,Oxford University Press
8_rzBgAAQBAJ,datascience,Machine Learning in Python,Essential Techniques for Predictive Analysis,Michael Bowles,"Learn a simpler and more effective way to analyze data and predict outcomes with Python Machine Learning in Python shows you how to successfully analyze data using only two core machine learning algorithms, and how to apply them using Python. By focusing on two algorithm families that effectively predict outcomes, this book is able to provide full descriptions of the mechanisms at work, and the examples that illustrate the machinery with specific, hackable code. The algorithms are explained in simple terms with no complex math and applied using Python, with guidance on algorithm selection, data preparation, and using the trained models in practice. You will learn a core set of Python programming techniques, various methods of building predictive models, and how to measure the performance of each model to ensure that the right one is used. The chapters on penalized linear regression and ensemble methods dive deep into each of the algorithms, and you can use the sample code in the book to develop your own data analysis solutions. Machine learning algorithms are at the core of data analytics and visualization. In the past, these methods required a deep background in math and statistics, often in combination with the specialized R programming language. This book demonstrates how machine learning can be implemented using the more widely used and accessible Python programming language. Predict outcomes using linear and ensemble algorithm families Build predictive models that solve a range of simple and complex problems Apply core machine learning algorithms using Python Use sample code directly to build custom solutions Machine learning doesn't have to be complex and highly specialized. Python makes this technology more accessible to a much wider audience, using methods that are simpler, effective, and well tested. Machine Learning in Python shows you how to do this, without requiring an extensive background in math or statistics.",ISBN_13: 9781118961742; ISBN_10: 1118961749,False,True,361,Computers,en,smallThumbnail: http://books.google.com/books/content?id=8_rzBgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=8_rzBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2015,John Wiley & Sons
MiwKAwAAQBAJ,datascience,Developing Analytic Talent,Becoming a Data Scientist,Vincent Granville,"Learn what it takes to succeed in the the most in-demand tech job Harvard Business Review calls it the sexiest tech job of the 21st century. Data scientists are in demand, and this unique book shows you exactly what employers want and the skill set that separates the quality data scientist from other talented IT professionals. Data science involves extracting, creating, and processing data to turn it into business value. With over 15 years of big data, predictive modeling, and business analytics experience, author Vincent Granville is no stranger to data science. In this one-of-a-kind guide, he provides insight into the essential data science skills, such as statistics and visualization techniques, and covers everything from analytical recipes and data science tricks to common job interview questions, sample resumes, and source code. The applications are endless and varied: automatically detecting spam and plagiarism, optimizing bid prices in keyword advertising, identifying new molecules to fight cancer, assessing the risk of meteorite impact. Complete with case studies, this book is a must, whether you're looking to become a data scientist or to hire one. Explains the finer points of data science, the required skills, and how to acquire them, including analytical recipes, standard rules, source code, and a dictionary of terms Shows what companies are looking for and how the growing importance of big data has increased the demand for data scientists Features job interview questions, sample resumes, salary surveys, and examples of job ads Case studies explore how data science is used on Wall Street, in botnet detection, for online advertising, and in many other business-critical situations Developing Analytic Talent: Becoming a Data Scientist is essential reading for those aspiring to this hot career choice and for employers seeking the best candidates.",ISBN_13: 9781118810088; ISBN_10: 1118810082,False,True,336,Computers,en,smallThumbnail: http://books.google.com/books/content?id=MiwKAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=MiwKAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2014,John Wiley & Sons
F-dDDwAAQBAJ,datascience,Hands-On Data Science and Python Machine Learning,N/A,Frank Kane,"This book covers the fundamentals of machine learning with Python in a concise and dynamic manner. It covers data mining and large-scale machine learning using Apache Spark. About This Book Take your first steps in the world of data science by understanding the tools and techniques of data analysis Train efficient Machine Learning models in Python using the supervised and unsupervised learning methods Learn how to use Apache Spark for processing Big Data efficiently Who This Book Is For If you are a budding data scientist or a data analyst who wants to analyze and gain actionable insights from data using Python, this book is for you. Programmers with some experience in Python who want to enter the lucrative world of Data Science will also find this book to be very useful, but you don't need to be an expert Python coder or mathematician to get the most from this book. What You Will Learn Learn how to clean your data and ready it for analysis Implement the popular clustering and regression methods in Python Train efficient machine learning models using decision trees and random forests Visualize the results of your analysis using Python's Matplotlib library Use Apache Spark's MLlib package to perform machine learning on large datasets In Detail Join Frank Kane, who worked on Amazon and IMDb's machine learning algorithms, as he guides you on your first steps into the world of data science. Hands-On Data Science and Python Machine Learning gives you the tools that you need to understand and explore the core topics in the field, and the confidence and practice to build and analyze your own machine learning models. With the help of interesting and easy-to-follow practical examples, Frank Kane explains potentially complex topics such as Bayesian methods and K-means clustering in a way that anybody can understand them. Based on Frank's successful data science course, Hands-On Data Science and Python Machine Learning empowers you to conduct data analysis and perform efficient machine learning using Python. Let Frank help you unearth the value in your data using the various data mining and data analysis techniques available in Python, and to develop efficient predictive models to predict future results. You will also learn how to perform large-scale machine learning on Big Data using Apache Spark. The book covers preparing your data for analysis, training machine learning models, and visualizing the final data analysis. Style and approach This comprehensive book is a perfect blend of theory and hands-on code examples in Python which can be used for your reference at any time.",ISBN_13: 9781787280229; ISBN_10: 1787280225,True,True,415,Computers,en,smallThumbnail: http://books.google.com/books/content?id=F-dDDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=F-dDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FOR_SALE,True,3163.57,INR,3163.57,INR,https://play.google.com/store/books/details?id=F-dDDwAAQBAJ&rdid=book-F-dDDwAAQBAJ&rdot=1&source=gbs_api,2017,Packt Publishing Ltd
8YtNEAAAQBAJ,datascience,How to Lead in Data Science,N/A,"Jike Chong, Yue Cathy Chang","A field guide for the unique challenges of data science leadership, filled with transformative insights, personal experiences, and industry examples. In How To Lead in Data Science you will learn: Best practices for leading projects while balancing complex trade-offs Specifying, prioritizing, and planning projects from vague requirements Navigating structural challenges in your organization Working through project failures with positivity and tenacity Growing your team with coaching, mentoring, and advising Crafting technology roadmaps and championing successful projects Driving diversity, inclusion, and belonging within teams Architecting a long-term business strategy and data roadmap as an executive Delivering a data-driven culture and structuring productive data science organizations How to Lead in Data Science is full of techniques for leading data science at every seniority level—from heading up a single project to overseeing a whole company's data strategy. Authors Jike Chong and Yue Cathy Chang share hard-won advice that they've developed building data teams for LinkedIn, Acorns, Yiren Digital, large asset-management firms, Fortune 50 companies, and more. You'll find advice on plotting your long-term career advancement, as well as quick wins you can put into practice right away. Carefully crafted assessments and interview scenarios encourage introspection, reveal personal blind spots, and highlight development areas. About the technology Lead your data science teams and projects to success! To make a consistent, meaningful impact as a data science leader, you must articulate technology roadmaps, plan effective project strategies, support diversity, and create a positive environment for professional growth. This book delivers the wisdom and practical skills you need to thrive as a data science leader at all levels, from team member to the C-suite. About the book How to Lead in Data Science shares unique leadership techniques from high-performance data teams. It’s filled with best practices for balancing project trade-offs and producing exceptional results, even when beginning with vague requirements or unclear expectations. You’ll find a clearly presented modern leadership framework based on current case studies, with insights reaching all the way to Aristotle and Confucius. As you read, you’ll build practical skills to grow and improve your team, your company’s data culture, and yourself. What's inside How to coach and mentor team members Navigate an organization’s structural challenges Secure commitments from other teams and partners Stay current with the technology landscape Advance your career About the reader For data science practitioners at all levels. About the author Dr. Jike Chong and Yue Cathy Chang build, lead, and grow high-performing data teams across industries in public and private companies, such as Acorns, LinkedIn, large asset-management firms, and Fortune 50 companies. Table of Contents 1 What makes a successful data scientist? PART 1 THE TECH LEAD: CULTIVATING LEADERSHIP 2 Capabilities for leading projects 3 Virtues for leading projects PART 2 THE MANAGER: NURTURING A TEAM 4 Capabilities for leading people 5 Virtues for leading people PART 3 THE DIRECTOR: GOVERNING A FUNCTION 6 Capabilities for leading a function 7 Virtues for leading a function PART 4 THE EXECUTIVE: INSPIRING AN INDUSTRY 8 Capabilities for leading a company 9 Virtues for leading a company PART 5 THE LOOP AND THE FUTURE 10 Landscape, organization, opportunity, and practice 11 Leading in data science and a future outlook",ISBN_13: 9781638356806; ISBN_10: 1638356807,True,False,847,Computers,en,smallThumbnail: http://books.google.com/books/content?id=8YtNEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=8YtNEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FOR_SALE,True,2960.62,INR,2960.62,INR,https://play.google.com/store/books/details?id=8YtNEAAAQBAJ&rdid=book-8YtNEAAAQBAJ&rdot=1&source=gbs_api,2021,Simon and Schuster
va9XDwAAQBAJ,datascience,Non-Programmers Tutorial For Python 2 and 3,N/A,Josh Cogliati,This book is a tutorial for the Python 2 and 3 programming language designed for someone with no programming experience. All the examples work in Python 2.6 and Python 3.,ISBN_13: 9781387757190; ISBN_10: 1387757199,False,True,90,Computers,en,smallThumbnail: http://books.google.com/books/content?id=va9XDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=va9XDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2018,Lulu.com
6HgFEAAAQBAJ,datascience,Taming PYTHON By Programming,N/A,Jeeva Jose,This is a great book for Python Beginner and Advanced Learner which covers Basics to Advanced Python Programming where each topic is explained with the help of Illustrations and Examples. More than 450 solved programs of this book are tested in Python 3.4.3 for windows. The range of Python Topics covered makes this book unique which can be used as a self study material or for instructor assisted teaching. This books covers Python Syllabus of all major national and international universities. Also it includes frequently asked questions for interviews and examination which are provided at the end of each chapter.,ISBN_13: 9789386173348; ISBN_10: 9386173344,False,True,346,Computers,en,smallThumbnail: http://books.google.com/books/content?id=6HgFEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=6HgFEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FOR_SALE,True,395.3,INR,276.71,INR,https://play.google.com/store/books/details?id=6HgFEAAAQBAJ&rdid=book-6HgFEAAAQBAJ&rdot=1&source=gbs_api,N/A,KHANNA PUBLISHING HOUSE
